ts,Close
2025-07-16,335.1706567738148
2025-07-17,331.4200858868614
2025-07-18,337.75837606756016
2025-07-19,321.2344115076461
2025-07-20,322.8666127964721
2025-07-21,325.40563841915235
2025-07-22,319.82523220956074
2025-07-23,325.10474761609146
2025-07-24,313.8902372346299
2025-07-25,325.7574080046538
2025-07-26,321.85957890228053
2025-07-27,321.1669082308516
2025-07-28,325.4654081174893
2025-07-29,315.05390475166087
2025-07-30,314.04641034161017
2025-07-31,308.59656809083793
2025-08-01,306.3437267850793
2025-08-02,297.5958845621232
2025-08-03,294.9113149567358
2025-08-04,303.2888550803537
2025-08-05,305.94240929451325
2025-08-06,291.77325279465214
2025-08-07,285.617514100145
2025-08-08,267.54656907759636
2025-08-09,273.30654572157925
2025-08-10,274.05819008138866
2025-08-11,268.6539089230766
2025-08-12,268.0656870707851
2025-08-13,253.0164869631233
2025-08-14,251.3670947791885
2025-08-15,243.6090679615742
2025-08-16,235.99951957167292
2025-08-17,252.87738307655678
2025-08-18,269.1708589823756
2025-08-19,279.1854168936437
2025-08-20,260.9786026171356
2025-08-21,260.6286828546438
2025-08-22,259.6910682182335
2025-08-23,271.8625744793593
2025-08-24,266.05438231073174
2025-08-25,276.2302808317863
2025-08-26,266.201536202884
2025-08-27,279.46979075434746
2025-08-28,274.44193430761743
2025-08-29,266.63600211641324
2025-08-30,263.0208646334137
2025-08-31,258.74912119479404
2025-09-01,262.8772168828308
2025-09-02,260.1214357058019
2025-09-03,270.47280591184517
2025-09-04,270.7897214291863
2025-09-05,269.75567871707915
2025-09-06,269.0809551642208
2025-09-07,268.6209658398849
2025-09-08,271.6897401419178
2025-09-09,266.95988778504676
2025-09-10,266.8079830611079
2025-09-11,269.1333303535719
2025-09-12,270.77568931031396
2025-09-13,284.1567155519221
2025-09-14,286.39172268166124
2025-09-15,306.68078810954165
2025-09-16,305.62595191405734
2025-09-17,319.55143941902105
2025-09-18,301.1710362652015
2025-09-19,299.3681490636153
2025-09-20,294.31508249321195
2025-09-21,299.0413796419477
2025-09-22,292.65337188934416
2025-09-23,289.33829881883895
2025-09-24,291.56903425130923
2025-09-25,292.1542113030939
2025-09-26,289.19687805844467
2025-09-27,287.77068441103927
2025-09-28,286.55053224872375
2025-09-29,290.587611802724
2025-09-30,292.85905598019053
2025-10-01,295.4455090196886
2025-10-02,314.1111501920556
2025-10-03,333.3894849851176
2025-10-04,325.0418437479025
2025-10-05,330.4639614800078
2025-10-06,322.1540493153911
2025-10-07,310.54674558362393
2025-10-08,318.5215994937616
2025-10-09,333.3774030953734
2025-10-10,342.0395884026594
2025-10-11,295.8690240821683
2025-10-12,298.4281805890398
2025-10-13,304.6941262342861
2025-10-14,311.0435864415095
2025-10-15,312.48639719932845
2025-10-16,317.60464790774864
2025-10-17,301.3212929780016
2025-10-18,291.89506022114864
2025-10-19,307.4775129427125
2025-10-20,315.62861364274977
2025-10-21,309.56775602118995
2025-10-22,304.3857977963812
2025-10-23,312.3150865413778
2025-10-24,323.59245496809007
2025-10-25,327.0301730177859
2025-10-26,333.3284665989709
2025-10-27,347.9790401612624
2025-10-28,340.8689255240642
2025-10-29,335.6866615036385
2025-10-30,336.79324055258087
2025-10-31,323.09688982987205
2025-11-01,335.0836936683174
2025-11-02,347.8729119850016
2025-11-03,347.01297326258003
2025-11-04,345.16115106686925
2025-11-05,339.8547097119957
2025-11-06,344.81282478468955
2025-11-07,359.3913367461854
2025-11-08,368.2143634816577
2025-11-09,366.6330332412583
2025-11-10,415.4983450917466
2025-11-11,386.44721742442226
2025-11-12,369.5852634974334
2025-11-13,386.805239305959
2025-11-14,387.0226861713689
2025-11-15,393.0285190716017
2025-11-16,420.3742119233285
2025-11-17,403.8925645726198
2025-11-18,406.5744802341795
2025-11-19,403.49006812648236
2025-11-20,365.34601557457785
2025-11-21,339.67839689211166
2025-11-22,336.29821671231605
2025-11-23,369.23355702730396
2025-11-24,389.09724894095507
2025-11-25,385.9527104609455
2025-11-26,384.4293924967654
2025-11-27,398.195619617239
2025-11-28,409.33261302917384
2025-11-29,411.88338221129425
2025-11-30,413.3813670466035
2025-12-01,437.0445087304782
2025-12-02,405.6853678058098
2025-12-03,398.0518538533468
2025-12-04,408.93595153088734
2025-12-05,402.6654353827742
2025-12-06,399.8223607364099
2025-12-07,392.7072289335708
2025-12-08,362.69673050469476
2025-12-09,373.56365191599616
2025-12-10,388.5982292815994
2025-12-11,400.7199264127438
2025-12-12,407.37778770049937
2025-12-13,405.4654419621273
2025-12-14,413.48199787225633
2025-12-15,409.79518004376257
2025-12-16,409.1048619191349
2025-12-17,429.1035587878637
2025-12-18,417.96084163735327
2025-12-19,415.3113140433923
2025-12-20,442.4281112463397
2025-12-21,477.11058129319713
2025-12-22,471.46567537889325
2025-12-23,462.9602535734051
2025-12-24,448.7833048014708
2025-12-25,435.243283981458
2025-12-26,442.36085664495107
2025-12-27,445.00711937491263
2025-12-28,453.40276851546963
2025-12-29,452.9174781726191
2025-12-30,437.3860072642036
2025-12-31,438.7386199610747
2026-01-01,433.5367837191708
2026-01-02,419.5105756573671
2026-01-03,424.3526567182846
2026-01-04,434.31495420646627
2026-01-05,419.5037030869418
2026-01-06,436.8967350465976
2026-01-07,441.1274200086162
2026-01-08,436.51964724725275
2026-01-09,452.09026337027916
2026-01-10,450.8291239733113
2026-01-11,471.7508906368011
2026-01-12,556.1780543134174
2026-01-13,636.1468131701536
2026-01-14,681.8092754863708
2026-01-15,714.763152001471
2026-01-16,681.8880253985895
2026-01-17,622.4588982078498
2026-01-18,583.5023207331644
2026-01-19,576.8665505274912
2026-01-20,623.8116780574073
2026-01-21,503.7454206885835
2026-01-22,521.6273879384471
2026-01-23,516.0989243501434
2026-01-24,511.54161815189786
2026-01-25,502.4127690263202
2026-01-26,449.23819533847256
2026-01-27,460.5951086850334
2026-01-28,470.1423110661693
2026-01-29,469.0061874742139
2026-01-30,459.5453725216559
2026-01-31,460.95772615153714
2026-02-01,464.1656416758452
2026-02-02,406.65511022323227
2026-02-03,387.80446493991536
2026-02-04,372.53456181891175
2026-02-05,382.88774606103846
2026-02-06,292.7754588159286
2026-02-07,321.56097959502426
2026-02-08,329.7614930164202
2026-02-09,318.21846355705617
2026-02-10,335.0745253245773
2026-02-11,343.9206078114155
2026-02-12,345.90011059108025
2026-02-13,334.00062371005066
2026-02-14,350.53163328549635
2026-02-15,357.73904457469007
2026-02-16,331.1378884848502
2026-02-17,326.3840237743234
2026-02-18,332.72261167047026
2026-02-19,330.68518103809566
2026-02-20,337.2745911372541
2026-02-21,331.4257290791802
2026-02-22,326.52385152920124
2026-02-23,327.74996774748183
2026-02-24,307.24510860217543
2026-02-25,321.1924244114616
2026-02-26,343.7671179042462
2026-02-27,343.1497376362758
2026-02-28,337.572177169281
2026-03-01,337.0006175790942
2026-03-02,341.527965900937
2026-03-03,345.7946381478271
2026-03-04,341.0186349073368
2026-03-05,356.95828555863187
2026-03-06,362.47086075395396
2026-03-07,351.8475472661261
2026-03-08,345.7880806490261
2026-03-09,335.1274504339611
2026-03-10,340.98142974020783
2026-03-11,352.93912971864154
2026-03-12,352.5510541826661
2026-03-13,350.24178389638155
2026-03-14,357.46974655332485
2026-03-15,355.25298430960714
2026-03-16,358.1019275238262
2026-03-17,373.52959166969254
2026-03-18,368.37496526202165
2026-03-19,346.3424118617712
2026-03-20,339.2754719924069
2026-03-21,348.07487858840443
2026-03-22,343.67369059664213
2026-03-23,362.6946359422909
2026-03-24,351.07134685073976
2026-03-25,340.21212143915
2026-03-26,340.5437717312108
2026-03-27,327.7772933462728
2026-03-28,325.1388958023435
2026-03-29,330.1785964838414
2026-03-30,326.74024148649016
2026-03-31,321.3051882227645
2026-04-01,333.58437518515433
2026-04-02,336.5134360251755
2026-04-03,325.90846826182457
2026-04-04,315.8632970228113
2026-04-05,325.3754624552118
2026-04-06,330.99652273476266
2026-04-07,325.8246525162647
2026-04-08,345.0508658306322
2026-04-09,324.42838494956766
2026-04-10,347.3806016925058
2026-04-11,343.90770560500727
2026-04-12,338.5469103305481
2026-04-13,335.30142513037345
2026-04-14,346.6980954635164
2026-04-15,344.38004311624934
2026-04-16,345.9935001042027
2026-04-17,343.40406176323336
2026-04-18,348.2395995146008
2026-04-19,349.81259595715625
2026-04-20,347.8028986923682
2026-04-21,353.6439477669624
2026-04-22,385.06685777606936
2026-04-23,367.26505278413657
2026-04-24,378.910214288783
2026-04-25,368.11404699101325
2026-04-26,372.8446144255028
2026-04-27,393.0870357928841
2026-04-28,379.8721597508599
2026-04-29,378.1690792308379
2026-04-30,376.31511941245196
2026-05-01,379.51080352367416
2026-05-02,379.1495533174289
2026-05-03,383.2884480868286
2026-05-04,391.72766493974825
2026-05-05,405.79721464126396
2026-05-06,411.56359385168446
2026-05-07,415.8218614620367
2026-05-08,399.73673794657356
2026-05-09,400.91163937680375
2026-05-10,410.2003726052284
2026-05-11,410.61176030986377
2026-05-12,415.6490002153102
2026-05-13,411.18472633309443
2026-05-14,397.51626552447595
2026-05-15,395.66472704785247
2026-05-16,381.6146096056726
