Date,Open,High,Low,Close,Volume
2026-04-15,242.93337276311152,242.94381343049332,238.78209967546988,242.18238830566406,3351076.0
2026-04-16,241.6713017835628,243.65305570535722,238.83423264207178,239.25144958496094,2789846.0
2026-04-17,241.0767689016979,246.62572560384504,240.7012842626769,243.60092163085938,3882557.0
2026-04-20,243.37144982707937,243.66350017411975,238.80294471793607,239.626953125,3068172.0
2026-04-21,236.76903205959528,239.67909485186223,230.6568409537382,231.7833251953125,4667478.0
2026-04-22,233.9423994565681,235.7259931514277,228.72722563858278,229.43649291992188,4262336.0
2026-04-23,216.81575943410238,227.38171430226214,216.77404229280293,223.56419372558594,7646307.0
2026-04-24,221.96835700171113,223.93970065244903,218.84969328869352,222.34385681152344,4393347.0
2026-04-27,222.54203599633783,223.34517826407074,219.57981531159754,221.1756591796875,3447379.0
2026-04-28,223.9814152871196,224.19003134869777,219.41292537122084,222.09352111816406,3620344.0
2026-04-29,221.6450122436572,222.0622291909053,217.26427223602275,219.350341796875,4293229.0
2026-04-30,218.52634798650664,223.82495615871943,218.46376468581695,223.55377197265625,3936620.0
2026-05-01,224.2839133948975,224.836722453715,221.13394279130117,221.64501953125,2849249.0
2026-05-04,221.02963925694473,222.42730771019052,218.2343023504532,218.6097869873047,2690777.0
2026-05-05,219.016576825594,220.20562920475493,217.51460793855475,218.05697631835938,2531733.0
2026-05-06,222.01009274082054,227.4651593312508,222.01009274082054,226.19265747070312,4097476.0
2026-05-07,226.19266086528395,227.65291265554563,223.22001464873733,225.36866760253906,3406951.0
2026-05-08,225.79630651207128,225.9840564197383,221.91621763056236,222.2917022705078,3558176.0
2026-05-11,224.54467485489437,230.5525506053085,224.1170172212673,228.53948974609375,4246889.0
2026-05-12,228.57077940382845,229.28004672245032,225.72329981266986,227.94496154785156,3423637.0
2026-05-13,227.38172865721256,228.87327210055616,225.25392668579235,227.33999633789062,3198134.0
2026-05-14,226.9540838054265,228.37260326268708,225.04532341672112,227.0896759033203,3220637.0
2026-05-15,226.15626525878906,226.15626525878906,221.81436157226562,223.63922119140625,4256901.0
2026-05-18,224.55165100097656,229.52281188964844,223.4084930419922,227.8238067626953,5574828.0
2026-05-19,227.59307861328125,228.85159301757812,225.66334533691406,227.73989868164062,4868094.0
2026-05-20,227.5301513671875,228.9669647216797,225.24383544921875,227.99160766601562,3839745.0
2026-05-21,228.7152557373047,236.2978515625,227.84478759765625,234.71421813964844,4512439.0
2026-05-22,236.5390625,240.15731811523438,233.4032440185547,239.03514099121094,4835294.0
2026-05-26,244.49920654296875,247.42527770996094,241.86680603027344,243.02044677734375,6280514.0
2026-05-27,245.20188903808594,246.68064880371094,242.74777221679688,242.8421630859375,4270059.0
2026-05-28,242.16046142578125,244.8662872314453,239.44415283203125,244.3628692626953,4232110.0
2026-05-29,244.3628692626953,251.64132690429688,243.14630126953125,249.4598846435547,5235382.0
2026-06-01,245.41163635253906,248.8411102294922,244.04824829101562,248.0755157470703,4782470.0
2026-06-02,247.414794921875,250.6659698486328,243.39801025390625,246.70162963867188,4467910.0
2026-06-03,245.3067626953125,249.07183837890625,232.18667602539062,234.1478729248047,5895872.0
2026-06-04,236.32931518554688,237.8185577392578,227.34136962890625,228.25379943847656,6447853.0
2026-06-05,229.54379272460938,229.6696319580078,223.3875274658203,224.4048309326172,4696846.0
2026-06-08,224.21604919433594,226.33456420898438,221.75144958496094,222.12899780273438,3583062.0
2026-06-09,223.2511749267578,226.75405883789062,222.48558044433594,226.2191925048828,4307341.0
2026-06-10,224.66702270507812,225.3487091064453,215.54273986816406,215.9202880859375,4433012.0
