Date,Open,High,Low,Close,Volume
2026-01-15,635.4384306354348,636.9143638407149,612.709083296471,615.6609497070312,570522.0
2026-01-16,613.5946437974237,616.0545326196647,592.636403043107,599.4257202148438,574531.0
2026-01-19,575.6139939959753,580.7305748426712,570.694216269514,573.4492797851562,568048.0
2026-01-20,566.9551501433708,567.939105606981,555.1476845800485,560.8546142578125,775476.0
2026-01-21,567.6439720874009,577.6802704983453,565.9712356669502,575.810791015625,401160.0
2026-01-22,587.3230926572396,588.4054197414351,580.5337753301784,586.142333984375,424103.0
2026-01-23,583.0920144919245,586.9294650249167,576.7947352259388,581.9113159179688,307456.0
2026-01-26,580.4353964800509,582.7968537401294,575.9091649671104,578.5658569335938,324393.0
2026-01-27,577.2867103965145,583.8792243323226,575.1219962608327,579.844970703125,351605.0
2026-01-28,547.0792898197337,558.3947787278757,526.8098293631537,534.091064453125,1402549.0
2026-01-29,534.5830337195027,543.1434589422689,531.9263417461091,533.697509765625,609605.0
2026-01-30,539.8964131245178,542.3563019577298,533.2055275093575,538.1253051757812,579526.0
2026-02-02,538.2236324547392,540.0931718366212,529.6632080078125,529.6632080078125,670274.0
2026-02-03,534.6814341675243,534.8781772196744,514.5103467402589,520.512451171875,668007.0
2026-02-04,521.8900366847848,529.0729000364215,519.0365416278911,527.49853515625,474341.0
2026-02-05,530.0568581380577,534.2878549227711,523.5627155806067,529.5648803710938,400469.0
2026-02-06,525.4322098288909,528.9744254233651,518.9381278870635,527.596923828125,328385.0
2026-02-09,527.4985352789884,529.3680748071647,523.8579478649809,526.809814453125,276311.0
2026-02-10,531.3359615795222,535.1734119910583,518.6429118083273,529.0728759765625,424913.0
2026-02-11,527.8921040543107,529.564840346739,516.6749877929688,516.6749877929688,389742.0
2026-02-12,524.448277447085,526.1210137953337,515.7894811251754,516.0846557617188,452881.0
2026-02-13,515.6910438886957,515.6910438886957,503.78520658358275,505.9499206542969,575387.0
2026-02-16,513.3296036290926,519.4301398266418,509.78732774541305,509.984130859375,270417.0
2026-02-17,507.2290681052627,520.61083909015,506.93389346186694,519.2333374023438,319076.0
2026-02-18,520.5124563614086,525.9242115787767,514.8055265069959,525.3338623046875,372173.0
2026-02-19,520.6108338391148,523.2675257146373,514.903903919471,522.9723510742188,352903.0
2026-02-20,532.7135141559905,550.2279094672734,531.43432400347,545.8001098632812,929807.0
2026-02-23,545.6033358556823,560.4610401857577,543.1434470556115,549.0471801757812,510414.0
2026-02-24,545.7017021601125,557.2139936453863,543.2418133835959,552.7861938476562,377541.0
2026-02-25,558.8867125692246,559.0835156763751,540.4867330843795,544.1273803710938,420512.0
2026-02-26,540.781905941243,549.9327399187341,539.6012074139711,542.7498168945312,370208.0
2026-02-27,539.2076288003389,541.0771683240057,530.2536575269186,535.3701782226562,623509.0
2026-03-02,501.81733145150395,520.3156838154028,497.8815092440412,512.1488647460938,774130.0
2026-03-03,502.8012523023391,505.35951253827824,488.3863104679478,494.1424560546875,811981.0
2026-03-04,501.42371674465375,501.81729292959915,490.84619537407883,499.2590026855469,543674.0
2026-03-05,491.97776235072,502.112492243969,489.8622639781998,497.6846923828125,628564.0
