Date,Open,High,Low,Close,Volume
2024-07-15,19.75558727125673,20.192657778730144,19.580758401350693,19.66817283630371,65665859.0
2024-07-16,19.930413846997677,20.017828279201236,19.493343353271484,19.493343353271484,62739922.0
2024-07-17,19.49334476042004,19.58075919893371,18.094720413368282,18.488082885742188,242663931.0
2024-07-18,18.706617219495598,19.056273288896218,18.444375584268045,18.837738037109375,115026272.0
2024-07-19,18.70661796160644,18.70661796160644,17.745062482140096,17.919891357421875,199162522.0
2024-07-22,17.61394115804161,18.1821324855994,17.395405903804637,17.876184463500977,166099279.0
2024-07-23,17.745062622846298,18.22584120003758,17.701356237325154,17.78877067565918,102438928.0
2024-07-24,17.74506184180413,18.225840397834123,17.61394102372019,18.007305145263672,82264004.0
2024-07-25,18.094721250927634,18.094721250927634,17.203096937942277,17.307992935180664,131905090.0
2024-07-26,17.48282116229227,17.91989169134958,17.255544287107462,17.39540672302246,96014049.0
2024-07-29,17.447853764924982,18.26954678143155,17.412888991505373,18.007305145263672,102631064.0
2024-07-30,17.832476777161272,17.832476777161272,17.25554382755397,17.41288948059082,139683861.0
2024-07-31,17.465337615522625,17.96359774259646,17.16812952791863,17.919891357421875,91746632.0
2024-08-01,18.22584012584388,18.53178980833506,17.919890443352703,18.269546508789062,105846403.0
2024-08-02,17.832477569580078,17.832477569580078,17.482821473567093,17.832477569580078,107681965.0
2024-08-05,17.13316504119812,17.377923469956254,16.363919977779485,16.696094512939453,266986598.0
2024-08-06,17.0457511838506,17.23806162262284,16.346438981686273,16.48630142211914,121937960.0
2024-08-07,16.363920063984352,17.11568191008289,16.363920063984352,16.81847381591797,69955606.0
2024-08-08,17.080714302153265,17.203093496883014,16.800987808455794,17.168127059936523,80445093.0
2024-08-09,17.30799228375265,17.832477252079766,17.255544287107462,17.39540672302246,102340443.0
2024-08-12,17.48282154260446,17.701356811887013,17.15064866690336,17.255544662475586,52881997.0
2024-08-13,17.61393992647764,17.832475165434666,17.44785267802867,17.526525497436523,60727878.0
2024-08-14,17.57023733155504,17.613943721847473,17.395408435801492,17.46533966064453,41663326.0
2024-08-15,17.395406259744124,17.613941518452698,17.342958264495746,17.41288948059082,46437660.0
2024-08-16,17.570234640122766,18.094719579750183,17.570234640122766,18.007305145263672,76395226.0
2024-08-19,17.87618737658526,18.13842905748758,17.745064868842157,17.963600158691406,64493333.0
2024-08-20,17.78877006327648,17.919890882617786,17.46533715276236,17.613941192626953,64786613.0
2024-08-21,17.57023541346998,17.876185113993206,17.325475319593053,17.78877067565918,55527586.0
2024-08-22,17.657648598050905,17.70135498046875,17.412888521552773,17.70135498046875,62219995.0
2024-08-23,17.657649209264004,17.963597231362428,17.657649209264004,17.876184463500977,32999258.0
2024-08-26,18.0947208404541,18.488083322112455,18.0947208404541,18.0947208404541,78327169.0
2024-08-27,18.400669543318543,18.837740094630544,18.269548711383308,18.706619262695312,93091495.0
2024-08-28,18.575497182228094,18.794032443195483,18.488082744382794,18.619203567504883,48648549.0
2024-08-29,18.575498074387674,18.88144778789477,18.225841973504618,18.53179168701172,91798782.0
2024-08-30,18.75032527022796,19.056273288896218,18.48808196770875,18.837738037109375,70864018.0
2024-09-02,18.531790938644892,18.619203709866824,18.269547623103882,18.488082885742188,63064626.0
2024-09-03,18.488082238132314,18.662911109035658,18.269546983148974,18.575496673583984,55643919.0
2024-09-04,17.745062812809955,17.87618530536055,17.342958726377276,17.39540672302246,176587092.0
2024-09-05,17.482820884006095,17.570235321884468,17.150648020818338,17.342958450317383,96439474.0
2024-09-09,16.99330113466359,16.99330113466359,16.416368220682592,16.67860984802246,206256784.0
2024-09-10,16.696092886854622,16.923369739488933,16.48629925379793,16.7485408782959,102490404.0
2024-09-11,16.084197211217326,16.363922119140625,15.734541076313205,16.363922119140625,239802002.0
2024-09-12,16.582348978635043,16.655158347633517,16.20009935741498,16.527742385864258,97405548.0
2024-09-13,16.65515775491109,17.037407362527684,16.65515775491109,16.818979263305664,78299262.0
2024-09-16,16.545943783156567,16.8371812348788,16.509538233735217,16.764371871948242,20440956.0
2024-09-17,16.909991930465196,17.21943218128471,16.873588114087045,17.092016220092773,35350031.0
2024-09-19,17.11021614074707,17.183025504651486,16.673359957320578,17.11021614074707,125938648.0
2024-09-20,17.274038462816744,17.656288075423042,17.164825279736228,17.201229095458984,94133374.0
2024-09-23,17.38325323287639,17.547074742005847,17.20122894808538,17.274038314819336,76073013.0
2024-09-24,17.474265030681405,18.111346543062293,17.437859480076224,17.983930587768555,138176442.0
2024-09-25,18.748429944115486,18.79393514683054,17.801906451614986,17.911121368408203,153824831.0
2024-09-26,17.838310253816655,17.983928971324378,16.65515600417634,16.74616813659668,455750772.0
2024-09-27,16.454933222122687,17.019207140833768,15.963470409230608,16.909992218017578,379095541.0
2024-09-30,17.16482442873944,17.783704888553697,17.073812290076376,17.674489974975586,316965798.0
2024-10-02,18.384383697457334,18.74843053845493,17.856515344032758,18.56640625,178880465.0
2024-10-03,18.475394170158122,19.11247744605831,18.338876821297305,19.021465301513672,99033030.0
2024-10-04,19.613040924072266,19.74956000388164,19.203488892380765,19.613040924072266,93652313.0
2024-10-07,19.931582631136063,20.250124258793917,19.294501111732572,20.068099975585938,90368789.0
2024-10-08,20.022595004471256,20.20461928978589,18.384383380288504,18.52090072631836,353887489.0
2024-10-09,18.18415565668573,18.293370571077503,17.437859238730482,17.565275192260742,199722725.0
2024-10-10,17.765502857313443,18.975959665239845,17.765502857313443,18.293371200561523,206552960.0
2024-10-14,18.52090101236912,18.793935708645787,18.247864580180188,18.338876724243164,137229030.0
2024-10-15,17.96572756381435,18.09314351734461,17.40145542454134,17.565275192260742,135272800.0
2024-10-16,17.437859688181433,17.61988397155524,17.292240955847276,17.38325309753418,99183511.0
2024-10-17,17.565276766745793,17.892919803377627,17.237635466026287,17.32864761352539,93219126.0
2024-10-18,17.41965514101228,17.547072820779942,17.183024291057535,17.310441970825195,129556556.0
2024-10-21,17.128419074196778,17.34684716793122,16.928193755584918,17.07381248474121,126639860.0
2024-10-22,17.128419074196778,17.328646128720816,17.019205895285648,17.07381248474121,81224142.0
2024-10-23,17.219431068063074,17.328645981961422,17.07381234014005,17.146621704101562,91912849.0
2024-10-24,17.09201562073193,17.45606245130888,16.76437260525657,17.346847534179688,94102230.0
2024-10-25,17.328647755889193,17.583479687885458,17.092016864812415,17.219432830810547,74119647.0
2024-10-28,16.928192957971323,17.128418267149073,16.691562100263745,17.01920509338379,90261072.0
2024-10-29,17.037406548959797,17.146621461311707,16.655156959596333,16.764371871948242,142015994.0
2024-10-30,16.74616983022638,16.764372605733797,16.218301491896717,16.400325775146484,173087171.0
2024-10-31,16.473136747996783,16.655159313088184,16.363921820212035,16.54594612121582,85043796.0
