ts,Close
2025-07-16,1.286557404169392e-05
2025-07-17,1.358276706070149e-05
2025-07-18,1.3583449641454114e-05
2025-07-19,1.2940026948022322e-05
2025-07-20,1.3444705478351475e-05
2025-07-21,1.4066572618701207e-05
2025-07-22,1.4183293526603183e-05
2025-07-23,1.4108985373831373e-05
2025-07-24,1.2740017828466297e-05
2025-07-25,1.2363667514108155e-05
2025-07-26,1.2530320235874794e-05
2025-07-27,1.2418647418762683e-05
2025-07-28,1.2767597423400889e-05
2025-07-29,1.1854335062938773e-05
2025-07-30,1.1517558811297847e-05
2025-07-31,1.1355110677772166e-05
2025-08-01,1.0779323758865301e-05
2025-08-02,1.0388832555108758e-05
2025-08-03,1.013174430044961e-05
2025-08-04,1.0459003250175315e-05
2025-08-05,1.0765786991334823e-05
2025-08-06,1.018827474184591e-05
2025-08-07,1.055867125524876e-05
2025-08-08,1.1106295433322574e-05
2025-08-09,1.1815845680121418e-05
2025-08-10,1.24318289071392e-05
2025-08-11,1.2078998131684174e-05
2025-08-12,1.1243520336542556e-05
2025-08-13,1.216524981907035e-05
2025-08-14,1.2291382064872244e-05
2025-08-15,1.1082684719227538e-05
2025-08-16,1.0794179730136783e-05
2025-08-17,1.1082096976494919e-05
2025-08-18,1.1158491234843961e-05
2025-08-19,1.0689672582430226e-05
2025-08-20,1.0192585137031852e-05
2025-08-21,1.0665523224978288e-05
2025-08-22,1.0384431223476207e-05
2025-08-23,1.1578082812501385e-05
2025-08-24,1.1241947983578692e-05
2025-08-25,1.084223554128214e-05
2025-08-26,9.759496825163154e-06
2025-08-27,1.0090764407148473e-05
2025-08-28,1.0018394685074899e-05
2025-08-29,1.0192862238378617e-05
2025-08-30,9.782974078814813e-06
2025-08-31,9.825018420358131e-06
2025-09-01,9.654491875563208e-06
2025-09-02,9.435085751721394e-06
2025-09-03,9.78924327947144e-06
2025-09-04,9.880839038747504e-06
2025-09-05,9.45719980482161e-06
2025-09-06,9.75083173751365e-06
2025-09-07,9.644289356874629e-06
2025-09-08,9.895730676822059e-06
2025-09-09,1.031273149108932e-05
2025-09-10,1.0317737838270866e-05
2025-09-11,1.0534506462573546e-05
2025-09-12,1.0673727290447374e-05
2025-09-13,1.1530325954059804e-05
2025-09-14,1.1933733124271198e-05
2025-09-15,1.1549659909244197e-05
2025-09-16,1.0776994627334895e-05
2025-09-17,1.1063937444401554e-05
2025-09-18,1.1385276021011723e-05
2025-09-19,1.1456827826306684e-05
2025-09-20,1.075851094020177e-05
2025-09-21,1.0717819535323262e-05
2025-09-22,1.042852921982111e-05
2025-09-23,9.665673540136914e-06
2025-09-24,9.583089887863465e-06
2025-09-25,9.625225883780747e-06
2025-09-26,9.048878874344861e-06
2025-09-27,9.376511401319949e-06
2025-09-28,9.250435678718291e-06
2025-09-29,9.439824108737168e-06
2025-09-30,9.405178703059146e-06
2025-10-01,9.311136039319923e-06
2025-10-02,9.76250935610226e-06
2025-10-03,1.0216704732470366e-05
2025-10-04,1.0117023081139855e-05
2025-10-05,9.765511391836644e-06
2025-10-06,9.798517705605666e-06
2025-10-07,1.020490029417619e-05
2025-10-08,9.476842213914627e-06
2025-10-09,9.563964206311176e-06
2025-10-10,9.262169705869165e-06
2025-10-11,6.812328068548579e-06
2025-10-12,6.732841514892829e-06
2025-10-13,7.495585517792616e-06
2025-10-14,7.830500699620252e-06
2025-10-15,7.522308545603403e-06
2025-10-16,7.17497035780772e-06
2025-10-17,6.859426389647197e-06
2025-10-18,6.6546448404323305e-06
2025-10-19,6.750022506461728e-06
2025-10-20,6.999445559023367e-06
2025-10-21,7.150493648033308e-06
2025-10-22,6.923233775505798e-06
2025-10-23,6.711408498150319e-06
2025-10-24,6.938605128409685e-06
2025-10-25,7.167155321936233e-06
2025-10-26,7.15637655505391e-06
2025-10-27,7.340660940362799e-06
2025-10-28,7.128298998330219e-06
2025-10-29,6.9886064512211435e-06
2025-10-30,7.01865401278567e-06
2025-10-31,6.432941080531184e-06
2025-11-01,6.561716913587119e-06
2025-11-02,6.689092044012042e-06
2025-11-03,6.7088026377271415e-06
2025-11-04,5.710630893131319e-06
2025-11-05,5.60453993344696e-06
2025-11-06,5.77191737258867e-06
2025-11-07,5.526733601831293e-06
2025-11-08,6.184880198420773e-06
2025-11-09,6.090904588198655e-06
2025-11-10,6.07158251574886e-06
2025-11-11,6.226277854696362e-06
2025-11-12,5.834438928761665e-06
2025-11-13,5.706889392874619e-06
2025-11-14,5.441035528168935e-06
2025-11-15,4.919664841501736e-06
2025-11-16,4.983677197856761e-06
2025-11-17,4.884826013955137e-06
2025-11-18,4.702494362836302e-06
2025-11-19,4.864941344077197e-06
2025-11-20,4.752998902843945e-06
2025-11-21,4.45609934887461e-06
2025-11-22,4.1116438828348055e-06
2025-11-23,4.1252790982843425e-06
2025-11-24,4.162360716740298e-06
2025-11-25,4.559609050739916e-06
2025-11-26,4.58119876316525e-06
2025-11-27,4.693287202470923e-06
2025-11-28,4.711112811356895e-06
2025-11-29,4.634413716968522e-06
2025-11-30,4.569155295194943e-06
2025-12-01,4.557879343702933e-06
2025-12-02,4.060014965079672e-06
2025-12-03,4.572561624901486e-06
2025-12-04,4.818248945993147e-06
2025-12-05,4.7697961390626585e-06
2025-12-06,4.384932088979333e-06
2025-12-07,4.509198132068191e-06
2025-12-08,4.417019704552564e-06
2025-12-09,4.750694699206175e-06
2025-12-10,4.961742039694104e-06
2025-12-11,4.6520301478989585e-06
2025-12-12,4.592927014151206e-06
2025-12-13,4.332087113640287e-06
2025-12-14,4.385736872579723e-06
2025-12-15,4.173106485085765e-06
2025-12-16,4.0611883658272355e-06
2025-12-17,4.0922922504948835e-06
2025-12-18,3.895882023106143e-06
2025-12-19,3.713835962193229e-06
2025-12-20,4.1140661578279214e-06
2025-12-21,4.076140516070227e-06
2025-12-22,4.020019049072327e-06
2025-12-23,4.00312215427112e-06
2025-12-24,3.936963127131846e-06
2025-12-25,3.974785881589763e-06
2025-12-26,3.89435026901758e-06
2025-12-27,4.028797978352148e-06
2025-12-28,4.1933263762210994e-06
2025-12-29,4.1738221141029096e-06
2025-12-30,4.068412735097224e-06
2025-12-31,4.139687890538325e-06
2026-01-01,4.0337454128309e-06
2026-01-02,4.928593020708147e-06
2026-01-03,5.9970815201444086e-06
2026-01-04,6.10883182009407e-06
2026-01-05,7.154107370684488e-06
2026-01-06,7.012092480147593e-06
2026-01-07,6.7258805767813406e-06
2026-01-08,6.5584550967424105e-06
2026-01-09,6.096985832592757e-06
2026-01-10,6.11695651924965e-06
2026-01-11,5.947677158142356e-06
2026-01-12,5.791038099448964e-06
2026-01-13,5.736683840831301e-06
2026-01-14,6.502503492474549e-06
2026-01-15,6.248885900503476e-06
2026-01-16,5.909954038335003e-06
2026-01-17,5.9215495673576485e-06
2026-01-18,5.7940013555694576e-06
2026-01-19,5.4816453498113155e-06
2026-01-20,5.2789092309693684e-06
2026-01-21,4.993940822422381e-06
2026-01-22,5.141363918784172e-06
2026-01-23,4.9428303019713995e-06
2026-01-24,5.020750420331719e-06
2026-01-25,4.997093483826932e-06
2026-01-26,4.714112557861865e-06
2026-01-27,5.010049558435215e-06
2026-01-28,5.023577484740088e-06
2026-01-29,4.983674076434934e-06
2026-01-30,4.726123568895504e-06
2026-01-31,4.624469681651956e-06
2026-02-01,4.140228217824501e-06
2026-02-02,4.174091270019983e-06
2026-02-03,4.254754042736767e-06
2026-02-04,4.118571755969121e-06
2026-02-05,4.216797493376098e-06
2026-02-06,3.417708415798803e-06
2026-02-07,3.921840976530126e-06
2026-02-08,3.860682112996778e-06
2026-02-09,3.7786442862080457e-06
2026-02-10,3.818184999669542e-06
2026-02-11,3.649468236786075e-06
2026-02-12,3.560621044102077e-06
2026-02-13,3.7191763770620296e-06
2026-02-14,3.792552224225514e-06
2026-02-15,4.844816502253934e-06
2026-02-16,4.442836993904728e-06
2026-02-17,4.484627990680509e-06
2026-02-18,4.394985424682529e-06
2026-02-19,4.226961374193486e-06
2026-02-20,4.227584297438853e-06
2026-02-21,4.256536415714248e-06
2026-02-22,4.154820631960087e-06
2026-02-23,4.030295122818958e-06
2026-02-24,3.96301688903041e-06
2026-02-25,3.947295660002674e-06
2026-02-26,4.112297613622582e-06
2026-02-27,3.825356505959531e-06
2026-02-28,3.6810789290780354e-06
2026-03-01,3.6597662940548005e-06
2026-03-02,3.4494976339062566e-06
2026-03-03,3.5156152035075333e-06
2026-03-04,3.4631389782113026e-06
2026-03-05,3.656563950812194e-06
2026-03-06,3.4745338940180345e-06
2026-03-07,3.390384985274074e-06
2026-03-08,3.2452491766865934e-06
2026-03-09,3.180525707992284e-06
2026-03-10,3.257017673535351e-06
2026-03-11,3.298048706569958e-06
2026-03-12,3.335210842814725e-06
2026-03-13,3.3554590075871623e-06
2026-03-14,3.363410141653701e-06
2026-03-15,3.3568248693237615e-06
2026-03-16,3.4417902442314246e-06
2026-03-17,4.019888812916236e-06
2026-03-18,3.6649513174434768e-06
2026-03-19,3.520001156060025e-06
2026-03-20,3.4066939585756116e-06
2026-03-21,3.4174096433831545e-06
2026-03-22,3.358892670227345e-06
2026-03-23,3.281070167724692e-06
2026-03-24,3.4466879140213346e-06
2026-03-25,3.528871586545352e-06
2026-03-26,3.5292181493489036e-06
2026-03-27,3.4134196923809404e-06
2026-03-28,3.2771506598500234e-06
2026-03-29,3.2842488501654406e-06
2026-03-30,3.2689902829662504e-06
2026-03-31,3.3116568003156765e-06
2026-04-01,3.393870689465297e-06
2026-04-02,3.4027907864706565e-06
2026-04-03,3.33351542015239e-06
2026-04-04,3.414672445791964e-06
2026-04-05,3.399647638513375e-06
2026-04-06,3.4672909956717156e-06
2026-04-07,3.323721469891964e-06
2026-04-08,3.7379931519679637e-06
2026-04-09,3.536543625432761e-06
2026-04-10,3.5072714776980556e-06
2026-04-11,3.6269330660897023e-06
2026-04-12,3.638105598302433e-06
2026-04-13,3.463797863455957e-06
2026-04-14,3.731292903186701e-06
2026-04-15,3.572599247346132e-06
2026-04-16,3.7236966324957193e-06
2026-04-17,3.9760721032420075e-06
2026-04-18,3.969427292297573e-06
2026-04-19,3.7833542683556774e-06
2026-04-20,3.6460673548820866e-06
2026-04-21,3.755136078900907e-06
2026-04-22,3.814402878503362e-06
2026-04-23,3.7981110715636023e-06
2026-04-24,3.833004621262562e-06
2026-04-25,3.862607655430438e-06
2026-04-26,3.856590261694712e-06
2026-04-27,3.902467778248847e-06
2026-04-28,3.899721091942163e-06
2026-04-29,3.878819683198291e-06
2026-04-30,3.854599963547561e-06
2026-05-01,3.875965645569898e-06
2026-05-02,3.934254519009523e-06
2026-05-03,3.993193334197646e-06
2026-05-04,3.945199648878467e-06
2026-05-05,3.9847059462409245e-06
2026-05-06,4.111267316323931e-06
2026-05-07,4.157037302188249e-06
2026-05-08,4.158833374893442e-06
2026-05-09,4.309653675173747e-06
2026-05-10,4.2448461797168265e-06
2026-05-11,4.414784581493398e-06
2026-05-12,4.344073520761575e-06
2026-05-13,4.1437840188302e-06
2026-05-14,4.054730565196159e-06
2026-05-15,4.087562994606109e-06
2026-05-16,3.905821894520272e-06
2026-05-17,3.7609496752982612e-06
2026-05-18,3.652059384629349e-06
2026-05-19,3.6917089524407803e-06
2026-05-20,3.643863758291188e-06
2026-05-21,3.7098776085358067e-06
2026-05-22,3.801746281384945e-06
2026-05-23,3.5986166142682575e-06
2026-05-24,3.639595859730893e-06
2026-05-25,3.574978361205931e-06
2026-05-26,3.593598889579677e-06
2026-05-27,3.512515990325818e-06
2026-05-28,3.4669532751734707e-06
2026-05-29,3.3732506066283283e-06
2026-05-30,3.3845857586084047e-06
2026-05-31,3.4021585400412066e-06
2026-06-01,3.4103867083057154e-06
2026-06-02,3.411280772759151e-06
2026-06-03,3.1030783250241743e-06
2026-06-04,3.121443387097772e-06
2026-06-05,2.943336732733243e-06
2026-06-06,2.6842007619166237e-06
2026-06-07,2.675011825153192e-06
2026-06-08,2.8056175618483593e-06
2026-06-09,2.8094943839783976e-06
2026-06-10,2.77358427147784e-06
2026-06-11,2.690990052094732e-06
2026-06-12,2.7816105293461016e-06
2026-06-13,2.8007053603919294e-06
2026-06-14,2.8534043568456283e-06
2026-06-15,2.9088529866292986e-06
2026-06-16,2.9439094785729434e-06
2026-06-17,2.9530441096336096e-06
2026-06-18,2.942944389515613e-06
2026-06-19,2.836424198719737e-06
2026-06-20,2.8230998044670233e-06
2026-06-21,2.835756563663464e-06
2026-06-22,2.78930848855843e-06
2026-06-23,2.806896366365743e-06
2026-06-24,2.6914703027181383e-06
2026-06-25,2.531966567298246e-06
2026-06-26,2.352374861510212e-06
2026-06-27,2.384265288823384e-06
2026-06-28,2.3718126404292856e-06
2026-06-29,2.352886606796478e-06
2026-06-30,2.344458740991568e-06
2026-07-01,2.3246986889375438e-06
2026-07-02,2.3219704123067883e-06
2026-07-03,2.4422030652704734e-06
2026-07-04,2.763109071936457e-06
2026-07-05,2.732092559509198e-06
2026-07-06,2.7439393567228682e-06
2026-07-07,2.7318726957980996e-06
2026-07-08,2.664425883959977e-06
2026-07-09,2.5933236020248143e-06
2026-07-10,2.602399347645621e-06
2026-07-11,2.795994036319248e-06
2026-07-12,2.717601378025483e-06
2026-07-13,2.760878814157692e-06
2026-07-14,2.7130273363516277e-06
2026-07-15,2.795203571701692e-06
