Date,Open,High,Low,Close,Volume
2026-01-15,321.05249967940864,324.36191801779904,316.23161961185707,317.31829833984375,305000
2026-01-16,315.9747957970416,318.14812314366424,314.28552210461555,314.9473876953125,278700
2026-01-20,312.3492604608997,317.812259604031,312.3492604608997,316.12298583984375,313600
2026-01-21,319.01748577677415,320.7364250455859,314.40408274699024,319.0273742675781,353000
2026-01-22,318.4543758045464,319.4027664608106,315.1350989511326,317.8023986816406,349000
2026-01-23,316.0834413605536,319.7386252044958,316.0834413605536,319.64971923828125,283700
2026-01-26,321.2698470791945,325.31029027760127,321.07228830647114,323.136962890625,199200
2026-01-27,321.9613921647085,321.97128065551783,318.2271905271759,320.0152587890625,241600
2026-01-28,319.165665482193,324.223658725115,317.2491975614947,320.9735107421875,303400
2026-01-29,324.84599724898953,327.8195387870839,321.4871964916224,325.6264343261719,357000
2026-01-30,323.8087316725119,328.4221648611137,322.73194134663936,327.2663269042969,294300
2026-02-02,324.65831480307116,327.89857414088124,323.19623516792586,327.7405090332031,274300
2026-02-03,326.71309379428584,332.72930550632054,325.3004264942036,325.8338623046875,348000
2026-02-04,329.04452490054786,335.61398032301435,322.65291158363567,329.38043212890625,633600
2026-02-05,330.10155475031286,330.10155475031286,302.3815218621745,321.941650390625,878700
2026-02-06,322.5541190896072,328.81730206297937,322.5541190896072,324.4113464355469,399800
2026-02-09,322.65290694864086,326.5846976838323,316.13289407671164,318.2173156738281,407400
2026-02-10,318.09877322996806,328.7876895534875,318.09877322996806,326.4760437011719,482000
2026-02-11,325.66597699872415,329.2816375435243,323.4136017582729,328.3925476074219,362800
2026-02-12,328.55054956873227,333.90489577791135,327.098358431477,332.04766845703125,633200
2026-02-13,330.53621527842114,333.94442828555736,327.59230911359276,333.9345397949219,451200
2026-02-17,336.3943636219724,344.00108507691084,333.8456352972581,341.8376159667969,587500
2026-02-18,341.44245486636834,342.9045043333283,337.3032172444064,341.32391357421875,396900
2026-02-19,340.3459095196848,344.08999969280285,336.4931665377166,338.7751770019531,291800
2026-02-20,340.85963959466585,340.85963959466585,333.1146295669114,338.3306579589844,318000
2026-02-23,338.2615019570593,341.3832202874318,333.1837616560561,333.6777038574219,359500
2026-02-24,332.92691311265486,338.0145114652912,330.14107202128736,335.534912109375,279000
2026-02-25,335.74237480432726,337.69839675260334,331.22776604779756,331.741455078125,427000
2026-02-26,334.7939830772602,337.550188714311,331.6129944268971,333.7270812988281,355100
2026-02-27,334.91252332930554,334.91252332930554,327.83926814898217,331.42529296875,369400
2026-03-02,330.63501612645143,337.17480571192465,330.63501612645143,335.5151672363281,375900
2026-03-03,330.9807656612377,335.26817992295685,321.5267056362575,331.0696716308594,468200
2026-03-04,330.05215337619757,331.87974537580754,327.4540128221587,330.06201171875,432300
2026-03-05,328.3332387254566,330.9906501248225,326.9897304369201,328.80743408203125,349500
2026-03-06,327.4441243317697,330.51646020693266,320.36101072525753,330.06201171875,341200
2026-03-09,327.21693450634064,327.86894177595764,321.65514095531586,324.075439453125,359200
2026-03-10,322.9492563796976,326.7229815973467,319.244690297726,323.5321044921875,299800
2026-03-11,322.86038200704803,323.05794079538504,316.4588803377201,317.5850830078125,342700
2026-03-12,316.0340796609869,322.2972626960994,313.1790794760274,318.43463134765625,360300
