Date,Close,High,Low,Open,Volume
2025-07-16,43.61784744262695,43.82611729539999,43.06245738528028,43.52858839382633,11377600.0
2025-07-17,44.093894958496094,44.21290954714837,43.34015481345813,43.50875313912091,11027900.0
2025-07-18,44.431095123291016,44.569941692590206,43.836037316784385,44.48068264328569,13554700.0
2025-07-21,44.81788635253906,45.69064114473751,44.81788635253906,45.19475834196564,11250300.0
2025-07-22,45.42285919189453,45.87907041439373,44.7881298765417,45.23442510867577,15316100.0
2025-07-23,44.470767974853516,45.6906391627623,44.202990818978115,44.29224987093658,23135900.0
2025-07-24,44.21290969848633,44.946814081261024,43.776530438504864,44.58977788065266,13223900.0
2025-07-25,44.520355224609375,44.589778510899436,43.81620258750421,44.20299054920182,16011000.0
2025-07-28,43.42941665649414,44.46085379143964,41.86242518802476,44.31208743769894,26374100.0
2025-07-29,42.8740234375,43.58809583024418,42.328553152280534,43.538508310367,16495800.0
2025-07-30,38.81770324707031,43.32031977820335,38.024291559120414,42.834352991236024,64894200.0
2025-07-31,39.90864944458008,40.21609435955417,38.44083302596717,38.57968338805203,26276800.0
2025-08-01,39.70037078857422,39.849137123269294,38.95654668166892,39.5615242272775,15601200.0
2025-08-04,40.08716583251953,40.26568395251859,39.42268466174525,39.84914419471126,12727200.0
2025-08-05,39.70037078857422,40.196253526511086,39.27391133128571,40.03757120170269,11521300.0
2025-08-06,39.531776428222656,40.33510412273901,39.502024671621434,39.918564397180226,9498400.0
2025-08-07,40.46403121948242,40.741728129207445,39.88880920281615,40.374772174086004,9660400.0
2025-08-08,41.52521896362305,41.83266761978077,40.74172712150563,41.039256004372945,11828700.0
2025-08-11,41.11860275268555,42.21946322446925,40.99959193455062,42.20954723266038,10676300.0
2025-08-12,41.802921295166016,42.32855584926866,41.356626021264944,41.39629755300849,12573800.0
2025-08-13,42.3880615234375,42.7351779546853,41.842587441069035,42.29880247207588,13120800.0
2025-08-14,41.931846618652344,42.050861209683006,41.237613754067,41.941766392880915,11933400.0
2025-08-15,42.01118850708008,42.44756397882666,41.8921777026556,42.34838893902047,8885300.0
2025-08-18,41.406211853027344,42.050860976029334,41.04917564848996,41.7929998135144,8325000.0
2025-08-19,41.11860275268555,41.634321342317804,40.721898764473906,41.43596745656914,7630500.0
2025-08-20,40.9698371887207,41.18802304217915,40.68222426451933,40.811154848348465,5526200.0
2025-08-21,41.37645721435547,41.40620896823231,40.622713327671356,40.77147966362574,6181200.0
2025-08-22,42.92361068725586,43.07237702923645,41.44588217447504,41.48555370344123,10822100.0
2025-08-25,43.33023452758789,43.48891686063119,42.99303409696021,43.062457381211324,12596800.0
2025-08-26,43.98480224609375,44.04430954326399,43.092215488252926,43.17155476786111,11824700.0
2025-08-27,43.508758544921875,43.69719644205804,43.11205454998117,43.57818183861864,11201800.0
